batch_id,batch_role,elapsed_time_h,ph,dissolved_oxygen_pct,temperature_c,agitation_rpm,feed_rate_ml_h
REF_005,reference,35,7.063,41.72,36.79,133.7,6.09
REF_005,reference,36,7.059,42.98,36.81,133.9,6.17
REF_005,reference,37,7.058,42.77,36.86,133.7,6.38
REF_005,reference,38,7.044,41.66,36.79,132.5,6.63
REF_005,reference,39,7.047,42.69,36.81,134.5,6.67
REF_005,reference,40,7.053,43.03,36.86,135.5,6.76
REF_005,reference,41,7.045,42.81,36.79,136.2,7.09
REF_005,reference,42,7.046,44.49,36.86,137.0,7.28
REF_005,reference,43,7.051,43.74,36.8,138.1,7.39
REF_005,reference,44,7.044,44.48,36.86,136.1,7.25
REF_005,reference,45,7.048,43.56,36.82,136.6,7.52
REF_005,reference,46,7.058,43.35,36.81,140.2,7.78
REF_005,reference,47,7.043,42.42,36.8,139.6,8.12
REF_005,reference,48,7.053,43.01,36.78,138.3,8.18
REF_005,reference,49,7.047,42.81,36.8,139.1,8.53
REF_005,reference,50,7.03,41.45,36.83,139.5,8.73
REF_005,reference,51,7.032,41.83,36.8,140.1,8.89
REF_005,reference,52,7.033,41.67,36.79,141.1,9.07
REF_005,reference,53,7.032,41.9,36.79,144.6,8.91
REF_005,reference,54,7.038,41.56,36.83,141.5,9.31
REF_005,reference,55,7.042,40.33,36.84,142.5,9.33
REF_005,reference,56,7.047,40.75,36.78,139.4,9.35
REF_005,reference,57,7.039,39.82,36.78,141.6,9.73
REF_005,reference,58,7.032,37.25,36.81,144.5,10.15
REF_005,reference,59,7.018,38.76,36.85,143.6,10.2
REF_005,reference,60,7.034,39.63,36.84,136.8,10.61
REF_005,reference,61,7.033,37.06,36.76,144.8,10.51
REF_005,reference,62,7.034,38.16,36.79,147.1,11.02
REF_005,reference,63,7.049,39.05,36.77,141.6,10.86
REF_005,reference,64,7.041,36.91,36.79,147.2,11.01
REF_005,reference,65,7.037,37.31,36.85,141.2,11.0
REF_005,reference,66,7.022,36.1,36.76,147.2,11.53
REF_005,reference,67,7.025,38.33,36.75,146.2,11.47
REF_005,reference,68,7.028,36.89,36.78,143.1,11.62
REF_005,reference,69,7.022,36.96,36.81,147.7,12.09
REF_005,reference,70,7.031,38.02,36.82,149.2,12.25
REF_005,reference,71,7.029,37.52,36.81,148.5,12.42
REF_005,reference,72,7.017,36.37,36.84,149.3,12.37
REF_005,reference,73,7.035,36.67,36.75,148.2,12.6
REF_005,reference,74,7.026,37.73,36.84,146.5,12.77
REF_005,reference,75,7.01,36.99,36.79,150.9,13.08
REF_005,reference,76,7.023,35.96,36.82,153.0,13.37
REF_005,reference,77,7.025,37.78,36.76,152.6,13.37
REF_005,reference,78,7.03,36.81,36.8,148.4,13.78
REF_005,reference,79,7.019,39.45,36.81,149.7,13.8
REF_005,reference,80,7.028,38.44,36.84,151.3,13.81
REF_005,reference,81,7.022,37.7,36.75,150.7,14.14
REF_005,reference,82,7.01,37.96,36.8,153.8,14.45
REF_005,reference,83,7.009,37.08,36.77,154.9,14.67
REF_005,reference,84,7.028,37.76,36.82,152.8,14.73
REF_005,reference,85,7.028,39.46,36.83,156.8,14.73
REF_005,reference,86,7.021,40.41,36.84,157.2,14.87
REF_005,reference,87,7.03,39.15,36.79,156.1,15.17
REF_005,reference,88,7.026,38.42,36.83,157.4,15.51
REF_005,reference,89,7.023,38.04,36.84,155.4,15.5
REF_005,reference,90,7.009,37.48,36.75,158.6,15.68
REF_005,reference,91,7.03,39.75,36.82,159.8,15.8
REF_005,reference,92,7.02,37.78,36.83,160.8,15.92
REF_005,reference,93,7.012,39.46,36.79,161.9,16.12
REF_005,reference,94,7.01,38.71,36.77,162.5,16.34
REF_005,reference,95,7.017,36.04,36.83,162.5,16.75
REF_005,reference,96,7.001,36.74,36.77,164.1,16.64
REF_005,reference,97,7.019,36.61,36.8,166.0,16.86
REF_005,reference,98,7.006,36.98,36.8,165.2,16.9
REF_005,reference,99,7.016,36.92,36.82,166.7,17.31
REF_005,reference,100,7.009,39.32,36.78,166.8,17.59
REF_005,reference,101,7.01,36.07,36.78,166.9,17.8
REF_005,reference,102,7.006,37.16,36.8,169.6,17.77
REF_005,reference,103,7.011,37.56,36.83,168.8,18.0
REF_005,reference,104,7.027,37.2,36.87,171.1,18.07
REF_005,reference,105,7.022,37.47,36.76,171.5,18.35
REF_005,reference,106,7.014,36.77,36.81,171.9,18.49
REF_005,reference,107,7.011,37.96,36.77,172.8,18.63
REF_005,reference,108,7.017,38.59,36.83,173.4,18.82
REF_005,reference,109,7.019,38.79,36.77,172.6,19.04
REF_005,reference,110,7.003,39.35,36.78,176.6,19.11
REF_005,reference,111,7.009,40.42,36.78,177.3,19.29
REF_005,reference,112,6.995,40.44,36.8,179.1,19.76
REF_005,reference,113,7.018,40.17,36.81,178.0,20.09
REF_005,reference,114,7.026,39.59,36.82,182.6,19.68
REF_005,reference,115,7.01,40.45,36.8,180.1,19.85
REF_005,reference,116,6.992,41.15,36.76,180.3,20.07
REF_005,reference,117,7.014,41.91,36.82,181.0,20.37
REF_005,reference,118,7.002,41.67,36.8,180.8,20.7
REF_005,reference,119,7.003,41.62,36.84,186.6,20.83
REF_005,reference,120,7.014,41.69,35.78,187.3,20.95
REF_005,reference,121,7.011,41.56,35.75,187.0,21.18
REF_005,reference,122,7.005,42.88,35.8,185.7,21.17
REF_005,reference,123,7.003,42.04,35.84,190.6,21.42
REF_005,reference,124,7.009,42.51,35.81,188.3,21.63
REF_005,reference,125,7.005,43.05,35.8,189.3,21.57
REF_005,reference,126,7.0,42.31,35.78,192.7,21.81
REF_005,reference,127,7.006,43.65,35.85,192.4,21.99
REF_005,reference,128,7.011,43.87,35.77,195.5,22.45
REF_005,reference,129,7.007,42.74,35.78,193.5,22.55
REF_005,reference,130,6.998,42.7,35.82,193.3,22.78
REF_005,reference,131,7.017,43.33,35.75,193.8,22.59
REF_005,reference,132,6.987,42.17,35.84,192.7,22.82
REF_005,reference,133,7.006,41.94,35.82,195.9,23.32
REF_005,reference,134,7.005,43.36,35.83,198.8,22.98
REF_005,reference,135,7.011,42.94,35.82,198.7,23.76
REF_005,reference,136,7.014,42.56,35.8,198.6,23.48
REF_005,reference,137,7.019,42.68,35.77,197.8,24.06
REF_005,reference,138,7.005,40.25,35.8,200.3,23.97
REF_005,reference,139,7.015,42.82,35.77,202.2,24.44
REF_005,reference,140,7.012,41.99,35.82,202.0,24.94
REF_005,reference,141,6.998,42.46,35.83,202.3,24.3
REF_005,reference,142,7.027,41.97,35.85,201.5,24.92
REF_005,reference,143,7.0,41.73,35.81,204.6,24.72
REF_005,reference,144,7.016,41.54,35.83,199.2,25.23
REF_005,reference,145,7.016,42.15,35.79,205.1,25.31
REF_005,reference,146,7.015,41.73,35.79,209.0,25.54
REF_005,reference,147,7.009,42.81,35.82,203.4,25.56
REF_005,reference,148,7.02,41.01,35.79,205.9,25.99
REF_005,reference,149,7.002,42.01,35.81,206.8,25.84
REF_005,reference,150,7.014,44.25,35.77,206.6,26.42
REF_005,reference,151,7.01,42.28,35.78,209.4,26.35
REF_005,reference,152,7.01,42.75,35.82,209.0,26.37
REF_005,reference,153,7.019,42.38,35.83,209.0,27.0
REF_005,reference,154,7.025,43.47,35.77,210.5,26.93
REF_005,reference,155,7.014,42.71,35.82,209.8,27.4
REF_005,reference,156,7.023,43.21,35.79,215.0,27.47
REF_005,reference,157,7.017,44.06,35.8,210.9,27.35
REF_005,reference,158,7.01,42.8,35.84,211.4,27.63
REF_005,reference,159,7.016,43.92,35.83,208.9,27.84
REF_005,reference,160,7.016,43.84,35.83,211.1,28.23
REF_005,reference,161,7.013,43.87,35.86,214.0,28.24
REF_005,reference,162,7.022,42.93,35.78,210.7,28.38
REF_005,reference,163,7.021,45.17,35.77,209.9,28.5
REF_005,reference,164,7.007,43.13,35.78,213.6,28.7
REF_005,reference,165,7.007,42.22,35.79,215.9,29.08
REF_005,reference,166,7.023,40.91,35.73,214.3,29.06
REF_005,reference,167,7.014,41.15,35.8,214.1,29.18
REF_005,reference,168,7.023,41.97,35.79,212.2,29.33
REF_005,reference,169,7.027,41.79,35.83,216.1,29.51
REF_005,reference,170,7.011,41.18,35.81,216.8,29.56
REF_005,reference,171,7.01,40.22,35.78,213.5,29.83
REF_005,reference,172,7.035,38.18,35.82,218.2,30.35
REF_005,reference,173,7.025,39.19,35.82,218.0,30.27
REF_005,reference,174,7.019,37.44,35.78,219.0,30.58
REF_005,reference,175,7.015,36.91,35.79,218.5,30.28
REF_005,reference,176,7.018,38.0,35.73,219.0,30.92
REF_005,reference,177,7.013,37.96,35.77,219.2,30.98
REF_005,reference,178,7.03,38.05,35.78,220.1,31.11
REF_005,reference,179,7.016,37.56,35.8,216.5,31.39
REF_005,reference,180,7.032,37.46,35.77,217.4,31.46
REF_005,reference,181,7.02,36.17,35.79,219.0,31.4
REF_005,reference,182,7.015,36.84,35.76,220.3,32.03
REF_005,reference,183,7.02,35.73,35.81,221.5,32.11
REF_005,reference,184,7.002,35.38,35.81,221.9,32.2
REF_005,reference,185,7.022,37.66,35.81,223.5,32.28
REF_005,reference,186,7.022,36.58,35.8,224.0,32.38
REF_005,reference,187,7.03,38.01,35.76,221.5,32.81
REF_005,reference,188,7.008,38.36,35.78,223.7,33.2
REF_005,reference,189,7.033,37.14,35.79,222.5,33.16
REF_005,reference,190,7.03,38.28,35.79,224.1,33.1
REF_005,reference,191,7.034,37.45,35.8,225.4,33.52
REF_005,reference,192,7.023,36.66,35.84,220.3,33.65
REF_005,reference,193,7.032,38.38,35.83,229.6,33.97
REF_005,reference,194,7.012,38.03,35.77,227.4,34.11
REF_005,reference,195,7.029,38.16,35.82,226.3,33.75
REF_005,reference,196,7.017,40.17,35.82,230.7,34.45
REF_005,reference,197,7.01,37.42,35.78,227.9,34.4
REF_005,reference,198,7.015,38.96,35.83,229.3,34.51
REF_005,reference,199,7.024,37.83,35.8,229.0,34.87
REF_005,reference,200,7.017,39.31,35.76,232.9,35.14
REF_005,reference,201,7.026,38.74,35.82,230.9,35.01
REF_005,reference,202,7.009,38.7,35.81,232.0,35.54
REF_005,reference,203,7.006,37.51,35.79,234.3,35.72
REF_005,reference,204,7.034,37.5,35.8,234.1,35.79
REF_005,reference,205,7.031,38.69,35.78,233.9,35.83
REF_005,reference,206,7.015,39.2,35.82,236.4,35.99
REF_005,reference,207,7.023,37.99,35.8,239.3,36.47
REF_005,reference,208,7.031,36.73,35.81,236.8,36.27
REF_005,reference,209,7.027,37.56,35.81,237.3,36.83
REF_005,reference,210,7.024,39.1,35.77,238.2,36.82
REF_005,reference,211,7.032,37.13,35.77,240.7,37.01
REF_005,reference,212,7.017,38.14,35.74,238.7,36.95
REF_005,reference,213,7.023,36.34,35.82,240.1,37.36
REF_005,reference,214,7.023,36.89,35.77,239.0,37.65
REF_005,reference,215,7.021,37.46,35.81,240.4,37.53
REF_005,reference,216,7.02,37.37,35.81,242.3,37.98
REF_005,reference,217,7.023,36.57,35.82,243.9,38.1
REF_005,reference,218,7.023,36.71,35.77,247.5,38.17
REF_005,reference,219,7.014,38.38,35.8,246.6,38.57
REF_005,reference,220,7.029,38.8,35.85,245.3,38.29
REF_005,reference,221,7.015,39.36,35.85,246.5,38.85
REF_005,reference,222,7.021,39.93,35.83,250.6,39.21
REF_005,reference,223,7.02,38.97,35.81,251.1,39.36
REF_005,reference,224,7.025,39.0,35.77,250.4,39.38
REF_005,reference,225,7.005,40.73,35.82,250.6,39.46
REF_005,reference,226,7.029,40.64,35.8,253.9,39.58
REF_005,reference,227,7.017,39.7,35.82,251.6,39.81
REF_005,reference,228,7.032,40.07,35.78,254.7,40.11
REF_005,reference,229,7.018,41.68,35.8,258.4,40.09
REF_005,reference,230,7.022,41.53,35.81,256.2,40.5
REF_005,reference,231,7.037,42.0,35.81,255.7,40.88
REF_005,reference,232,7.02,43.19,35.82,258.4,40.73
REF_005,reference,233,7.032,43.22,35.78,258.0,40.72
REF_005,reference,234,7.022,43.92,35.76,257.5,40.89
REF_005,reference,235,7.025,41.51,35.85,261.5,41.39
REF_005,reference,236,7.022,43.4,35.88,263.0,41.44
REF_005,reference,237,7.029,43.86,35.82,261.8,41.76
REF_005,reference,238,7.016,42.14,35.76,262.5,41.72
REF_005,reference,239,7.014,42.85,35.78,262.5,42.1
REF_005,reference,240,7.017,42.68,35.82,264.6,42.13
REF_006,reference,0,7.086,39.71,36.73,96.8,0.0
REF_006,reference,1,7.078,39.65,36.65,96.0,0.0
REF_006,reference,2,7.102,39.48,36.65,101.1,0.0
REF_006,reference,3,7.083,40.37,36.68,101.4,0.0
REF_006,reference,4,7.088,41.83,36.67,100.6,0.0
REF_006,reference,5,7.076,42.87,36.64,99.8,0.0
REF_006,reference,6,7.071,41.95,36.7,104.8,0.0
REF_006,reference,7,7.076,43.93,36.7,102.8,0.0
REF_006,reference,8,7.085,42.33,36.72,102.6,0.0
REF_006,reference,9,7.07,42.9,36.67,102.5,0.0
REF_006,reference,10,7.066,42.37,36.68,105.1,0.0
REF_006,reference,11,7.073,44.12,36.68,104.8,0.0
REF_006,reference,12,7.074,45.05,36.73,106.9,0.0
REF_006,reference,13,7.082,41.97,36.6,109.8,0.0
REF_006,reference,14,7.07,43.07,36.66,109.0,0.0
REF_006,reference,15,7.071,44.29,36.68,110.9,0.0
REF_006,reference,16,7.07,42.01,36.65,110.1,0.0
REF_006,reference,17,7.054,43.49,36.68,112.1,0.0
REF_006,reference,18,7.054,43.87,36.68,115.7,0.0
REF_006,reference,19,7.052,42.79,36.66,113.1,0.0
REF_006,reference,20,7.049,43.0,36.69,115.0,0.0
REF_006,reference,21,7.064,43.8,36.7,112.8,0.0
REF_006,reference,22,7.059,43.78,36.68,118.2,0.0
REF_006,reference,23,7.056,42.02,36.67,115.9,0.0
REF_006,reference,24,7.033,41.51,36.68,119.0,4.21
REF_006,reference,25,7.069,41.09,36.68,117.9,4.01
REF_006,reference,26,7.045,42.52,36.63,119.7,4.28
REF_006,reference,27,7.067,40.58,36.7,120.5,4.52
REF_006,reference,28,7.038,41.45,36.67,119.4,4.71
REF_006,reference,29,7.042,41.75,36.72,122.4,4.82
REF_006,reference,30,7.03,41.3,36.7,120.3,5.11
REF_006,reference,31,7.049,42.0,36.72,123.2,5.21
REF_006,reference,32,7.036,43.92,36.65,122.0,5.57
REF_006,reference,33,7.035,41.9,36.67,123.7,5.56
REF_006,reference,34,7.032,41.79,36.65,123.1,5.95
REF_006,reference,35,7.048,43.11,36.66,124.4,5.97
REF_006,reference,36,7.046,42.66,36.72,123.3,5.74
REF_006,reference,37,7.054,43.79,36.73,125.8,6.58
REF_006,reference,38,7.033,42.93,36.65,126.0,6.28
REF_006,reference,39,7.04,42.76,36.67,125.6,6.76
REF_006,reference,40,7.026,41.68,36.68,126.8,6.72
REF_006,reference,41,7.033,41.92,36.7,127.6,7.05
REF_006,reference,42,7.031,41.84,36.63,126.9,6.96
REF_006,reference,43,7.038,43.67,36.64,128.1,7.33
REF_006,reference,44,7.041,42.29,36.7,127.2,7.38
REF_006,reference,45,7.04,44.36,36.63,132.7,7.83
REF_006,reference,46,7.025,43.31,36.67,131.2,7.83
REF_006,reference,47,7.038,42.98,36.69,130.4,8.08
REF_006,reference,48,7.029,42.34,36.7,132.2,7.79
REF_006,reference,49,7.026,43.3,36.68,127.8,8.28
REF_006,reference,50,7.022,41.91,36.67,127.4,8.53
REF_006,reference,51,7.022,41.47,36.71,131.0,8.68
REF_006,reference,52,7.04,42.89,36.69,129.9,8.97
REF_006,reference,53,7.028,41.86,36.66,132.0,8.94
REF_006,reference,54,7.026,41.01,36.69,133.0,9.18
REF_006,reference,55,7.022,41.31,36.7,134.5,9.53
REF_006,reference,56,7.043,40.39,36.74,131.8,9.18
REF_006,reference,57,7.033,40.27,36.71,134.4,9.79
REF_006,reference,58,7.016,38.9,36.72,134.2,9.82
REF_006,reference,59,7.019,40.81,36.67,135.1,9.91
REF_006,reference,60,7.018,38.3,36.67,134.2,10.28
REF_006,reference,61,7.02,39.65,36.68,137.4,10.59
REF_006,reference,62,7.013,37.93,36.68,135.6,10.73
REF_006,reference,63,7.021,38.43,36.65,138.8,10.73
REF_006,reference,64,7.029,38.12,36.72,135.3,11.06
REF_006,reference,65,7.006,38.23,36.71,138.0,11.23
REF_006,reference,66,7.007,36.48,36.67,137.2,11.27
REF_006,reference,67,7.011,37.89,36.7,137.2,11.35
REF_006,reference,68,7.011,38.43,36.69,139.1,11.54
REF_006,reference,69,7.03,36.72,36.71,138.1,11.93
REF_006,reference,70,7.021,36.97,36.64,135.0,11.98
REF_006,reference,71,7.02,36.57,36.68,134.9,12.0
REF_006,reference,72,7.01,36.8,36.68,141.8,12.08
REF_006,reference,73,7.009,38.56,36.7,142.3,12.63
REF_006,reference,74,6.999,36.53,36.67,143.7,12.6
REF_006,reference,75,7.017,36.74,36.61,141.4,12.91
REF_006,reference,76,7.014,38.95,36.65,140.0,13.22
REF_006,reference,77,7.02,38.33,36.68,141.8,13.02
REF_006,reference,78,7.007,39.69,36.69,143.0,13.38
REF_006,reference,79,7.007,37.8,36.73,142.0,13.54
REF_006,reference,80,7.009,38.4,36.7,146.6,13.8
REF_006,reference,81,7.014,37.9,36.69,148.0,14.1
REF_006,reference,82,6.995,38.64,36.68,146.0,13.89
REF_006,reference,83,7.012,37.18,36.72,145.9,14.35
REF_006,reference,84,7.005,39.19,36.67,144.6,14.6
REF_006,reference,85,6.997,38.91,36.68,149.5,14.59
REF_006,reference,86,6.988,38.59,36.65,147.9,14.77
REF_006,reference,87,7.003,38.27,36.73,148.1,15.03
REF_006,reference,88,7.015,37.78,36.7,149.9,15.2
REF_006,reference,89,7.017,38.97,36.66,149.0,15.41
REF_006,reference,90,7.006,37.32,36.68,150.8,15.58
REF_006,reference,91,7.018,38.51,36.7,149.2,15.52
REF_006,reference,92,7.002,39.6,36.68,153.7,16.0
REF_006,reference,93,7.009,38.96,36.67,152.7,16.2
REF_006,reference,94,6.998,36.39,36.66,155.4,16.23
REF_006,reference,95,6.997,37.01,36.69,154.1,16.15
REF_006,reference,96,6.995,37.62,36.67,155.0,16.53
REF_006,reference,97,6.984,37.1,36.67,154.3,16.75
REF_006,reference,98,7.01,35.93,36.64,158.0,16.73
REF_006,reference,99,6.994,37.28,36.69,156.4,17.02
REF_006,reference,100,6.993,36.92,36.68,157.9,17.04
REF_006,reference,101,6.989,38.47,36.67,159.5,17.52
REF_006,reference,102,6.997,36.78,36.69,160.5,17.63
REF_006,reference,103,7.012,38.0,36.71,158.7,17.53
REF_006,reference,104,7.014,36.19,36.71,161.8,18.01
REF_006,reference,105,6.984,36.56,36.7,164.2,18.12
REF_006,reference,106,6.994,38.19,36.68,163.3,18.38
REF_006,reference,107,6.989,38.75,36.67,164.5,18.42
REF_006,reference,108,7.005,37.42,36.65,166.0,18.54
REF_006,reference,109,6.999,38.55,36.67,166.5,18.72
REF_006,reference,110,6.991,37.8,36.68,166.0,18.93
REF_006,reference,111,6.997,39.15,36.66,168.4,19.19
REF_006,reference,112,6.992,40.37,36.69,170.9,19.38
REF_006,reference,113,7.009,39.77,36.66,168.8,19.51
REF_006,reference,114,7.0,40.33,36.63,170.7,19.65
REF_006,reference,115,7.001,40.04,36.71,170.1,19.83
REF_006,reference,116,6.974,40.82,36.67,174.5,20.44
REF_006,reference,117,6.995,43.12,36.66,173.9,20.12
REF_006,reference,118,7.012,42.11,36.65,173.7,20.33
REF_006,reference,119,7.005,41.57,36.7,176.0,21.08
REF_006,reference,120,6.98,42.4,35.73,175.0,20.83
REF_006,reference,121,6.992,41.6,35.67,176.1,20.73
REF_006,reference,122,6.985,42.26,35.68,176.4,21.24
REF_006,reference,123,7.008,44.31,35.72,177.9,21.16
REF_006,reference,124,6.997,43.2,35.63,182.4,21.6
REF_006,reference,125,6.989,44.88,35.74,180.1,21.61
REF_006,reference,126,6.995,43.3,35.76,182.8,21.75
REF_006,reference,127,6.974,43.32,35.6,181.7,22.24
REF_006,reference,128,6.986,43.79,35.68,184.9,22.25
REF_006,reference,129,6.995,41.04,35.66,183.1,22.49
REF_006,reference,130,7.002,43.22,35.68,185.5,22.59
REF_006,reference,131,6.98,42.87,35.67,186.3,22.63
REF_006,reference,132,6.992,43.93,35.71,190.5,22.96
REF_006,reference,133,7.004,43.35,35.68,188.8,23.23
REF_006,reference,134,6.984,41.5,35.66,187.7,23.24
REF_006,reference,135,6.998,43.23,35.68,190.4,23.67
REF_006,reference,136,6.997,41.87,35.7,193.3,23.7
REF_006,reference,137,7.01,41.22,35.65,188.4,23.78
REF_006,reference,138,6.995,41.99,35.63,190.3,23.96
REF_006,reference,139,6.995,41.58,35.74,191.9,24.12
REF_006,reference,140,7.004,42.92,35.66,192.3,24.09
REF_006,reference,141,6.987,41.93,35.68,193.1,24.44
REF_006,reference,142,6.996,41.83,35.67,192.3,24.66
REF_006,reference,143,6.994,42.42,35.7,197.0,24.74
REF_006,reference,144,6.997,42.64,35.74,193.3,25.03
REF_006,reference,145,7.006,42.49,35.7,195.8,25.16
REF_006,reference,146,7.004,43.12,35.64,198.2,25.45
REF_006,reference,147,6.993,42.61,35.64,197.2,25.61
REF_006,reference,148,7.001,42.41,35.67,196.3,25.71
REF_006,reference,149,7.012,43.44,35.68,196.3,25.65
REF_006,reference,150,6.994,42.55,35.63,198.5,26.3
REF_006,reference,151,7.002,42.81,35.71,198.2,26.19
REF_006,reference,152,7.0,44.32,35.65,200.2,26.37
REF_006,reference,153,7.001,44.39,35.73,198.3,26.51
REF_006,reference,154,6.989,43.2,35.74,202.1,26.66
REF_006,reference,155,7.014,42.94,35.68,201.5,27.14
REF_006,reference,156,6.997,44.53,35.7,202.0,27.3
REF_006,reference,157,7.011,44.02,35.65,204.4,27.33
REF_006,reference,158,6.999,43.61,35.7,202.0,27.42
REF_006,reference,159,6.999,43.04,35.67,202.0,27.71
REF_006,reference,160,7.014,43.45,35.65,202.7,27.8
REF_006,reference,161,7.013,43.01,35.68,203.6,27.94
REF_006,reference,162,7.007,42.29,35.67,204.1,28.19
REF_006,reference,163,7.011,42.68,35.67,203.4,28.25
REF_006,reference,164,7.003,42.51,35.71,202.0,28.53
REF_006,reference,165,7.006,41.67,35.66,204.6,28.7
REF_006,reference,166,7.001,42.34,35.74,206.4,28.93
REF_006,reference,167,7.014,42.27,35.64,206.4,28.93
REF_006,reference,168,7.001,41.61,35.73,208.4,29.3
REF_006,reference,169,7.019,40.2,35.65,209.9,29.24
REF_006,reference,170,7.005,40.61,35.68,208.5,29.46
REF_006,reference,171,7.008,39.66,35.67,209.8,29.64
REF_006,reference,172,7.014,38.2,35.67,209.2,29.74
REF_006,reference,173,7.008,39.34,35.71,211.0,30.23
REF_006,reference,174,7.006,38.56,35.73,211.6,30.1
REF_006,reference,175,7.008,40.18,35.72,210.6,30.32
REF_006,reference,176,7.016,38.98,35.67,210.7,30.79
REF_006,reference,177,7.003,38.12,35.69,209.7,30.69
REF_006,reference,178,7.008,37.54,35.66,210.3,30.92
REF_006,reference,179,7.009,37.3,35.65,210.3,30.98
REF_006,reference,180,7.016,36.24,35.65,212.1,31.43
REF_006,reference,181,7.008,35.57,35.67,210.5,31.61
REF_006,reference,182,7.024,36.23,35.69,211.8,31.77
REF_006,reference,183,7.008,36.9,35.63,209.0,31.91
REF_006,reference,184,7.007,35.3,35.68,215.5,32.02
REF_006,reference,185,7.008,36.63,35.73,213.1,32.1
REF_006,reference,186,6.999,36.99,35.72,214.6,32.23
REF_006,reference,187,7.001,37.15,35.67,216.5,32.73
REF_006,reference,188,7.005,36.95,35.64,215.3,32.82
REF_006,reference,189,7.019,37.37,35.7,217.5,32.78
REF_006,reference,190,7.009,39.19,35.61,214.0,33.07
REF_006,reference,191,7.006,38.51,35.72,220.0,33.19
REF_006,reference,192,7.02,37.69,35.68,218.6,33.24
REF_006,reference,193,7.022,38.24,35.74,217.9,33.61
REF_006,reference,194,7.02,38.39,35.63,220.3,33.7
REF_006,reference,195,7.003,37.91,35.71,217.0,33.79
REF_006,reference,196,7.006,37.98,35.68,218.9,33.89
REF_006,reference,197,7.024,39.45,35.67,222.1,34.05
REF_006,reference,198,7.012,38.32,35.64,217.8,34.41
REF_006,reference,199,7.008,37.76,35.7,222.1,34.63
REF_006,reference,200,7.015,38.55,35.7,222.8,34.68
REF_006,reference,201,7.018,38.6,35.74,225.6,35.09
REF_006,reference,202,7.005,36.82,35.71,221.0,35.16
REF_006,reference,203,7.011,38.24,35.67,226.5,35.43
REF_006,reference,204,7.017,38.81,35.65,224.0,35.49
REF_006,reference,205,7.0,38.32,35.64,224.9,35.58
REF_006,reference,206,7.01,39.57,35.73,224.5,35.89
REF_006,reference,207,7.001,38.62,35.66,225.5,35.86
REF_006,reference,208,7.002,38.61,35.73,228.5,36.3
REF_006,reference,209,7.005,39.54,35.7,227.0,36.26
REF_006,reference,210,7.013,37.77,35.69,230.6,36.71
REF_006,reference,211,7.007,37.19,35.67,229.3,36.7
REF_006,reference,212,7.004,37.76,35.7,229.4,37.08
REF_006,reference,213,7.01,36.49,35.68,231.2,36.93
REF_006,reference,214,7.0,37.02,35.67,233.4,37.17
REF_006,reference,215,7.013,36.45,35.7,233.3,37.51
REF_006,reference,216,7.018,37.38,35.68,234.7,37.8
REF_006,reference,217,7.008,36.67,35.66,236.6,38.05
REF_006,reference,218,7.007,36.82,35.7,238.0,37.98
REF_006,reference,219,7.012,37.92,35.68,236.9,38.43
REF_006,reference,220,6.993,37.74,35.7,236.7,38.29
REF_006,reference,221,7.013,36.62,35.67,239.3,38.67
REF_006,reference,222,7.034,37.33,35.65,240.8,38.54
REF_006,reference,223,7.008,37.95,35.74,238.8,38.92
REF_006,reference,224,7.008,38.55,35.73,240.6,38.68
REF_006,reference,225,7.015,39.99,35.71,241.8,39.04
REF_006,reference,226,7.022,40.25,35.67,243.5,39.45
REF_006,reference,227,7.016,41.34,35.67,243.6,39.36
REF_006,reference,228,6.991,41.5,35.73,246.7,39.8
REF_006,reference,229,7.013,42.15,35.67,244.1,40.05
REF_006,reference,230,7.029,42.16,35.67,245.1,40.01
REF_006,reference,231,7.013,42.19,35.74,247.9,40.12
REF_006,reference,232,6.999,43.22,35.68,249.0,40.37
REF_006,reference,233,7.01,43.36,35.74,248.0,40.47
REF_006,reference,234,6.998,43.16,35.64,250.2,40.77
REF_006,reference,235,7.018,44.07,35.7,251.4,40.98
REF_006,reference,236,7.0,41.33,35.75,252.3,41.09
REF_006,reference,237,7.009,43.08,35.68,254.0,41.57
REF_006,reference,238,7.001,43.12,35.68,253.7,41.38
REF_006,reference,239,7.003,44.3,35.65,257.8,41.87
REF_006,reference,240,7.02,44.61,35.72,257.1,41.69
REF_007,reference,0,7.111,39.12,36.6,99.6,0.0
REF_007,reference,1,7.108,39.77,36.63,100.5,0.0
REF_007,reference,2,7.094,39.41,36.62,101.0,0.0
REF_007,reference,3,7.1,38.91,36.56,102.7,0.0
REF_007,reference,4,7.098,40.12,36.57,102.4,0.0
REF_007,reference,5,7.089,40.5,36.58,108.3,0.0
REF_007,reference,6,7.096,40.79,36.61,103.1,0.0
REF_007,reference,7,7.105,42.46,36.54,105.3,0.0
REF_007,reference,8,7.092,40.94,36.6,106.3,0.0
REF_007,reference,9,7.091,42.34,36.61,111.0,0.0
REF_007,reference,10,7.09,42.37,36.59,106.9,0.0
REF_007,reference,11,7.072,43.11,36.62,110.4,0.0
REF_007,reference,12,7.086,42.28,36.61,111.0,0.0
REF_007,reference,13,7.073,43.03,36.59,112.0,0.0
REF_007,reference,14,7.075,42.22,36.54,114.2,0.0
REF_007,reference,15,7.095,42.63,36.61,115.0,0.0
REF_007,reference,16,7.075,40.98,36.57,113.3,0.0
